family	N	kappa	p	SIGMA	TNUM	NKER	TMASSf	CRATIO	EXCESS	ZFRATIO	ZFLOOR_OK	tag
M4	16	1	49697	0.3991288554990913	169408	897	2.5849609375	1.1148361888272138	1.201919641579881	1.9602173417806625	True	LAD16-exhaustive
M4	16	1	49921	0.39264078639880573	162432	769	2.478515625	1.071663477997029	1.1262528193427177	1.8879696428775787	True	LAD16-exhaustive
M4	16	1	50177	0.3852614034799622	110336	513	1.68359375	0.7300684768541724	0.523394882028687	1.2890271544456482	True	LAD16-exhaustive
M4	16	1	50273	0.3825038372063574	118272	833	1.8046875	0.7834264876994681	0.6172893062867171	1.3843849897384644	True	LAD16-exhaustive
M4	16	1	50497	0.37608993978779637	157056	961	2.396484375	1.0429473893785766	1.076039848697261	1.8465465009212494	True	LAD16-exhaustive
M4	16	1	50593	0.3733498316552488	141184	865	2.154296875	0.9385535081709406	0.8911168352311741	1.6630911529064178	True	LAD16-exhaustive
M4	16	1	50753	0.3687945182078298	133632	641	2.0390625	0.8899330890762589	0.804692745288777	1.579109787940979	True	LAD16-exhaustive
M4	16	1	50849	0.3660682182306445	120768	737	1.8427734375	0.8051208630347599	0.6539129705262455	1.4297971576452255	True	LAD16-exhaustive
M4	16	1	51137	0.3579200944442338	112192	1345	1.7119140625	0.7503269800300201	0.5555069720616846	1.3357871919870377	True	LAD16-exhaustive
M4	16	1	51169	0.3570175815356258	129152	865	1.970703125	0.8640570006437226	0.7579142168783856	1.5386796295642853	True	LAD16-exhaustive
M4	16	1	51329	0.35251346644978376	151808	929	2.31640625	1.0174118326109838	1.031049308098726	1.814251959323883	True	LAD16-exhaustive
M4	16	1	51361	0.3516143284070754	164928	769	2.5166015625	1.1057279363841577	1.1885888891670482	1.9722774177789688	True	LAD16-exhaustive
M4	16	1	51521	0.3471270246486462	167296	833	2.552734375	1.12355990068322	1.2206977605001144	2.0068272054195404	True	LAD16-exhaustive
M4	16	1	51713	0.3417606188669442	142848	897	2.1796875	0.9613654790486831	0.9308793726634623	1.7199429273605347	True	LAD16-exhaustive
M4	16	1	52289	0.3257801407962262	158144	737	2.4130859375	1.0709010947339888	1.1274715890125506	1.9253212064504623	True	LAD16-exhaustive
M4	16	1	52321	0.3248975054315686	141376	865	2.1572265625	0.9576792948730867	0.923891828436141	1.7222328335046768	True	LAD16-exhaustive
M4	16	1	52609	0.3169779930874519	213504	801	3.2578125	1.4506894790467566	1.8124858138780804	2.61520779132843	True	LAD16-exhaustive
M4	16	1	52673	0.31522398966825094	123136	673	1.87890625	0.8372329191446434	0.7064107561799039	1.5101261734962463	True	LAD16-exhaustive
M4	16	1	52769	0.3125969764819754	230144	865	3.51171875	1.5663873302572187	2.022444292648966	2.8276044726371765	True	LAD16-exhaustive
M4	16	1	53089	0.30387465376058387	120896	833	1.8447265625	0.8255891596688908	0.6843013424362936	1.4943647533655167	True	LAD16-exhaustive
M4	16	1	53281	0.2986664606858529	97344	705	1.4853515625	0.66608046560701	0.39459855957217516	1.2075960785150528	True	LAD16-exhaustive
M4	16	1	53377	0.2960693978996378	145792	801	2.224609375	0.998578567422758	0.9974208378633554	1.8118740022182465	True	LAD16-exhaustive
M4	16	1	53441	0.2943406163522315	230432	993	3.51611328125	1.5793488591252123	2.0517831672126534	2.8671968057751656	True	LAD16-exhaustive
M4	16	1	53569	0.2908892556699545	136192	801	2.078125	0.9346711959715879	0.8812707427328909	1.698655366897583	True	LAD16-exhaustive
M4	16	1	53633	0.28916666665880975	131968	833	2.013671875	0.906277387149864	0.8295760078107118	1.6479379832744598	True	LAD16-exhaustive
M4	16	1	53857	0.283153750909225	119872	769	1.8291015625	0.8250965127610099	0.6813599275434882	1.5031421333551407	True	LAD16-exhaustive
M4	16	1	54049	0.2780196945976918	129280	737	1.97265625	0.8915916649070946	0.8021835302700847	1.6268935799598694	True	LAD16-exhaustive
M4	16	1	54401	0.2686544490892562	146944	801	2.2421875	1.0170194285910819	1.031147359235523	1.8612250089645386	True	LAD16-exhaustive
M4	16	1	54497	0.26611080715270496	122752	769	1.873046875	0.8504018557290972	0.726000389820325	1.55754753947258	True	LAD16-exhaustive
M4	16	1	54721	0.26019302542669287	126976	673	1.9375	0.8816353238092071	0.7828021286335546	1.6177663803100586	True	LAD16-exhaustive
M4	16	1	54881	0.2559808510043844	132800	769	2.0263671875	0.9235405396059286	0.8595110645790417	1.696915552020073	True	LAD16-exhaustive
M4	16	1	55009	0.2526199437562404	117312	1057	1.7900390625	0.8168656987412273	0.6631457814765012	1.5025063902139664	True	LAD16-exhaustive
M4	16	1	55073	0.25094242167233993	144000	801	2.197265625	1.0033331932013216	1.0061342758163576	1.846466213464737	True	LAD16-exhaustive
M4	16	1	55201	0.24759321790411448	125312	737	1.912109375	0.8742243374749453	0.7682818281738766	1.6105705201625824	True	LAD16-exhaustive
M4	16	1	55457	0.24091804594453592	117120	801	1.787109375	0.819126261317897	0.6660673626211185	1.5122638642787933	True	LAD16-exhaustive
M4	16	1	55681	0.23510249902529878	169728	865	2.58984375	1.1896539222854243	1.3507910253109026	2.2003950476646423	True	LAD16-exhaustive
M4	16	1	56417	0.21615766846174544	193792	673	2.95703125	1.3679712676401372	1.6847460445754177	2.545575439929962	True	LAD16-exhaustive
M4	16	1	56737	0.2079977511133162	123648	577	1.88671875	0.8754805819709337	0.7676777556839857	1.6334039568901062	True	LAD16-exhaustive
M4	16	1	56897	0.2039350346888842	119296	769	1.8203125	0.8459415864520714	0.7121892166399634	1.5803576707839966	True	LAD16-exhaustive
M4	16	1	56929	0.20312386250459014	137856	737	2.103515625	0.977846885742953	0.9586028994525826	1.8272558748722076	True	LAD16-exhaustive
M4	16	1	56993	0.20150288512830805	147072	801	2.244140625	1.0438455425749624	1.0819761446650644	1.9516038000583649	True	LAD16-exhaustive
M4	16	1	57089	0.19907482887724726	135040	513	2.060546875	0.9593110691779342	0.9238660341325247	1.7949609458446503	True	LAD16-exhaustive
M4	16	1	57601	0.18619376221147554	113280	609	1.728515625	0.8085712424930565	0.6403178227759976	1.5192295610904694	True	LAD16-exhaustive
M4	16	1	57697	0.18379131367063906	125952	641	1.921875	0.899818406542132	0.8116185530632486	1.6919925212860107	True	LAD16-exhaustive
M4	16	1	57793	0.18139285915813552	150592	737	2.2978515625	1.0768011753337645	1.1445294171292058	2.0263631492853165	True	LAD16-exhaustive
M4	16	1	58049	0.17501640620152337	128512	609	1.9609375	0.9210776551778548	0.8511705338750286	1.7369149923324585	True	LAD16-exhaustive
M4	16	1	58337	0.16787642338839603	135296	641	2.064453125	0.972245559554419	0.9475395125219348	1.8376770317554474	True	LAD16-exhaustive
M4	16	1	58369	0.16708526882109886	149248	705	2.27734375	1.0728166753595525	1.1376711275463494	2.028294026851654	True	LAD16-exhaustive
M4	16	1	58657	0.15998433380505617	100864	449	1.5390625	0.7269130786403311	0.4824870536736095	1.3775144815444946	True	LAD16-exhaustive
M4	16	1	58913	0.15370159987367238	118144	705	1.802734375	0.853404556396045	0.7216218850137331	1.6205519139766693	True	LAD16-exhaustive
M4	16	1	59009	0.1513526106346461	156032	769	2.380859375	1.128052181232135	1.243352877994583	2.14373978972435	True	LAD16-exhaustive
M4	16	1	59233	0.14588646365213798	124864	673	1.9052734375	0.9045192799711264	0.8182202109321355	1.7220315784215927	True	LAD16-exhaustive
M4	16	1	59393	0.14199471401009767	136576	673	2.083984375	0.9907633515655018	0.9823923702506294	1.8886426389217377	True	LAD16-exhaustive
M4	16	1	59617	0.1365638414652821	156672	737	2.390625	1.1387903559271926	1.2650475413900968	2.1747114658355713	True	LAD16-exhaustive
M4	16	1	59809	0.13192502434840847	164224	609	2.505859375	1.1956929997397163	1.3742876838235294	2.2868796288967133	True	LAD16-exhaustive
M4	16	1	60161	0.1234590726662077	131200	737	2.001953125	0.9581808645710683	0.9197909812027923	1.8377609550952911	True	LAD16-exhaustive
M4	16	1	60257	0.1211587728228789	145472	737	2.2197265625	1.0632954677289692	1.121493300931754	2.0409250408411026	True	LAD16-exhaustive
M4	16	1	60289	0.1203928205325866	195328	641	2.98046875	1.4281017967061134	1.8219345459487297	2.74184387922287	True	LAD16-exhaustive
M4	16	1	60353	0.11886213484636698	155520	801	2.373046875	1.1376818922127208	1.2644769672217135	2.185371369123459	True	LAD16-exhaustive
M4	16	1	60449	0.1165691470964827	124288	673	1.896484375	0.9099614552988872	0.8269105666342412	1.749276489019394	True	LAD16-exhaustive
M4	16	1	60737	0.1097119696338531	122880	705	1.875	0.9018774946147998	0.8109388113221943	1.7376995086669922	True	LAD16-exhaustive
M4	16	1	60961	0.10440105155619328	119040	833	1.81640625	0.8753631846560366	0.7594253666933699	1.6896048188209534	True	LAD16-exhaustive
M4	16	1	61057	0.1021309151418528	140352	705	2.1416015625	1.032922827679178	1.0635960418335622	1.9952356964349747	True	LAD16-exhaustive
M4	16	1	61121	0.10061947296630613	169984	641	2.59375	1.2516785130589945	1.4864056420233462	2.419015407562256	True	LAD16-exhaustive
M4	16	1	61153	0.09986434526356547	122880	545	1.875	0.9050728956175802	0.8164930952925917	1.7496013641357422	True	LAD16-exhaustive
M4	16	1	61409	0.09383751039506016	162304	449	2.4765625	1.1980339879198703	1.3836000085831999	2.3206058740615845	True	LAD16-exhaustive
M4	16	1	61441	0.09308592321797349	152000	769	2.3193359375	1.122277590536302	1.2369164467221714	2.1744128316640854	True	LAD16-exhaustive
M4	16	1	61729	0.08633920033096487	155072	737	2.3662109375	1.1477231185640675	1.2868670933232242	2.2287572473287582	True	LAD16-exhaustive
M4	16	1	62017	0.07962388150104793	161216	769	2.4599609375	1.1960564903799038	1.3815884254358357	2.3278716653585434	True	LAD16-exhaustive
M4	16	1	62081	0.07813582382400597	119296	705	1.8203125	0.8855223507436372	0.7770782072556649	1.7243472337722778	True	LAD16-exhaustive
M4	16	1	62273	0.07368083776871437	124928	417	1.90625	0.9287987156516024	0.8611414702067598	1.8113389015197754	True	LAD16-exhaustive
M4	16	1	62401	0.0707184714354483	115776	609	1.7666015625	0.8616628947408275	0.7299413153515297	1.6820938736200333	True	LAD16-exhaustive
M4	16	1	62497	0.0685006816998257	116480	673	1.77734375	0.8675850751667552	0.7413084968909743	1.6949257254600525	True	LAD16-exhaustive
M4	16	1	62753	0.062603189567767	148224	673	2.26171875	1.1063360307959436	1.2081580333981843	2.165674388408661	True	LAD16-exhaustive
M4	16	1	63073	0.05526506535802156	102144	321	1.55859375	0.7643784491925074	0.5376086609254597	1.500018060207367	True	LAD16-exhaustive
M4	16	1	63361	0.04869251540461761	151552	577	2.3125	1.1367483281094837	1.2689602883955138	2.235753059387207	True	LAD16-exhaustive
M4	16	1	63521	0.045053995695045757	192896	705	2.943359375	1.448713200931185	1.8836366958018615	2.8528614938259125	True	LAD16-exhaustive
M4	16	1	63617	0.04287528043686706	116800	513	1.7822265625	0.8778796087289589	0.7593332910133898	1.7300400882959366	True	LAD16-exhaustive
M4	16	1	63649	0.04214977256702923	129664	705	1.978515625	0.9748153100664556	0.9503553981174182	1.9215475618839264	True	LAD16-exhaustive
M4	16	1	63809	0.038527695839141174	189056	705	2.884765625	1.4231352808450721	1.835126417420081	2.808746486902237	True	LAD16-exhaustive
M4	16	1	63841	0.037804370460753134	138816	641	2.1181640625	1.045214815066647	1.0892608821860457	2.063380613923073	True	LAD16-exhaustive
M4	16	1	64033	0.03347201742560024	112640	641	1.71875	0.8494128083323043	0.7022769321736476	1.6793322563171387	True	LAD16-exhaustive
M4	16	1	64513	0.022697713469028713	142336	705	2.171875	1.077403511588029	1.1535999370565346	2.137972593307495	True	LAD16-exhaustive
M4	16	1	64577	0.021267200025976152	144128	705	2.19921875	1.0915130750334328	1.1816883988517586	2.1670371890068054	True	LAD16-exhaustive
M4	16	1	64609	0.020552474866086357	132352	641	2.01953125	1.0025809451934011	1.0051254220073242	1.990965187549591	True	LAD16-exhaustive
M4	16	1	65089	0.009873871012855417	123904	513	1.890625	0.9420848437117222	0.8845638303959716	1.8777296543121338	True	LAD16-exhaustive
M4	16	1	65537	-2.201361136044966e-05	65536	1	1.0	0.5000076293945312	0.0	1.0000152587890625	True	LAD16-exhaustive
M4	16	1	65633	-0.002133757892124777	113792	737	1.736328125	0.8688126969087354	0.7374292184042878	1.7388980686664581	True	LAD16-exhaustive
M4	16	1	65729	-0.004242415625434148	100992	673	1.541015625	0.7716465749605756	0.542617166638056	1.545553833246231	True	LAD16-exhaustive
M4	16	1	65761	-0.004944617195437928	110976	641	1.693359375	0.8481370785048669	0.6957504518101014	1.6991730630397797	True	LAD16-exhaustive
M4	16	1	65921	-0.008450507448284128	134528	609	2.052734375	1.0293809543449899	1.0589349619954986	2.064793437719345	True	LAD16-exhaustive
M4	16	1	66337	-0.017526149242659272	137216	609	2.09375	1.0532417325133463	1.1071350232700083	2.119340419769287	True	LAD16-exhaustive
M4	16	1	66529	-0.02169572822690924	119552	577	1.82421875	0.9189745064419523	0.8367200613221942	1.8518592715263367	True	LAD16-exhaustive
M4	16	1	66593	-0.023082914262733567	139584	673	2.1298828125	1.07346880398411	1.1481236916580835	2.1642347127199173	True	LAD16-exhaustive
M4	16	1	66721	-0.025853291297096348	83072	353	1.267578125	0.6394725386986224	0.27242053983558406	1.290498048067093	True	LAD16-exhaustive
M4	16	1	66977	-0.03137813657269817	105856	513	1.615234375	0.816405704648447	0.628771690461204	1.6507500112056732	True	LAD16-exhaustive
M4	16	1	67073	-0.03344451102406509	73984	449	1.12890625	0.5709997051931256	0.13193147030212862	1.155382215976715	True	LAD16-exhaustive
M4	16	1	67169	-0.03550793003651975	109056	545	1.6640625	0.8422761488915179	0.6806197308690013	1.7055269479751587	True	LAD16-exhaustive
M4	16	1	67489	-0.04236475669554807	107520	609	1.640625	0.8323621348403296	0.6597259575036241	1.689516305923462	True	LAD16-exhaustive
M4	16	1	67777	-0.04850816005816938	133376	737	2.03515625	1.0346914393021633	1.0705696979667354	2.1047483086586	True	LAD16-exhaustive
M4	16	1	68161	-0.05665888125841434	137536	641	2.0986328125	1.0699266330541863	1.142655239685855	2.182692125439644	True	LAD16-exhaustive
M4	16	1	68449	-0.06274184425279472	83328	225	1.271484375	0.6495688588516166	0.28355587067025256	1.328000396490097	True	LAD16-exhaustive
M4	16	1	68737	-0.06879926676198522	98944	449	1.509765625	0.7728845907234941	0.5346724615186541	1.5835076868534088	True	LAD16-exhaustive
M4	16	1	68897	-0.07215354420106479	106688	577	1.6279296875	0.8343212306570422	0.6601430026655604	1.7114177197217941	True	LAD16-exhaustive
M4	16	1	68993	-0.07416237364920875	122112	545	1.86328125	0.9555881547428788	0.9088328874837873	1.9615686535835266	True	LAD16-exhaustive
M4	16	1	69313	-0.08083834196419204	136384	673	2.0810546875	1.0696795173431382	1.1433759602454796	2.2009909600019455	True	LAD16-exhaustive
M4	16	1	69473	-0.08416477703410052	115584	545	1.763671875	0.9075578941386807	0.8095609395265888	1.8696224391460419	True	LAD16-exhaustive
M4	16	1	69697	-0.08880893839394943	103936	545	1.5859375	0.8173737424389198	0.6231492475394828	1.6866315603256226	True	LAD16-exhaustive
M4	16	1	69761	-0.09013310035093625	114304	577	1.744140625	0.8993096184707974	0.7921262552929732	1.8565825521945953	True	LAD16-exhaustive
M4	16	1	69857	-0.09211706725709234	132608	545	2.0234375	1.0440149598019086	1.090932683871214	2.1568492650985718	True	LAD16-exhaustive
M4	16	1	70177	-0.09871065476698604	118272	673	1.8046875	0.933208225414849	0.8616854304951552	1.9324883222579956	True	LAD16-exhaustive
M4	16	1	70241	-0.10002576378449746	132480	641	2.021484375	1.0457745403044352	1.0948361026073854	2.1666119992733	True	LAD16-exhaustive
M4	16	1	70529	-0.10592896406136276	207392	705	3.16455078125	1.6403501444230748	2.3294972465214197	3.405648835003376	True	LAD16-exhaustive
M4	16	1	70657	-0.10854487521158873	114816	673	1.751953125	0.9089208760655912	0.8107233074406806	1.8888511955738068	True	LAD16-exhaustive
M4	16	1	70753	-0.11050370054504555	133184	641	2.0322265625	1.055016773131622	1.1144140684605555	2.194002166390419	True	LAD16-exhaustive
M4	16	1	70849	-0.11245986988085477	111104	481	1.6953125	0.8806839168267538	0.7516929169527733	1.8327513933181763	True	LAD16-exhaustive
M4	16	1	70913	-0.11376251077037125	126528	609	1.9306640625	1.0033799005046795	1.0070371658512627	2.0890683084726334	True	LAD16-exhaustive
M4	16	1	71233	-0.12025813066791358	140928	641	2.150390625	1.119989876218304	1.2504123810273136	2.337322622537613	True	LAD16-exhaustive
M4	16	1	71329	-0.12220112732704536	108416	577	1.654296875	0.8621649359720234	0.7121437674048219	1.8005270659923553	True	LAD16-exhaustive
M4	16	1	71713	-0.1299470512728611	129152	577	1.970703125	1.0297055928182923	1.0622115389200428	2.156448870897293	True	LAD16-exhaustive
M4	16	1	71777	-0.1312340049105991	126848	609	1.935546875	1.0117669835620704	1.02465473482681	2.119869202375412	True	LAD16-exhaustive
M4	16	1	71809	-0.13187705147604234	107648	609	1.642578125	0.8588063008076435	0.7040954082265202	1.7998030483722687	True	LAD16-exhaustive
M4	16	1	72161	-0.13893171100644253	120640	513	1.8408203125	0.9647007507139822	0.9258325256780728	2.0269078761339188	True	LAD16-exhaustive
M4	16	1	72353	-0.14276521656066876	147456	641	2.25	1.1806266680204223	1.3800450141145952	2.4840431213378906	True	LAD16-exhaustive
M4	16	1	72481	-0.14531523952918945	114944	641	1.75390625	0.9210879818734784	0.8338121447508965	1.9397717118263245	True	LAD16-exhaustive
M4	16	1	72577	-0.14722480320917342	124672	577	1.90234375	0.9996698501487923	0.9993042243648432	2.106726109981537	True	LAD16-exhaustive
M4	16	1	72673	-0.14913184271474478	103168	673	1.57421875	0.8277610501472419	0.6367620236324102	1.745654284954071	True	LAD16-exhaustive
M4	16	1	73121	-0.1579981803225614	140800	545	2.1484375	1.1329902668294196	1.2813748140306707	2.397093176841736	True	LAD16-exhaustive
M4	16	1	74017	-0.17556904216903746	119808	545	1.828125	0.969619411581346	0.935306754024567	2.064702272415161	True	LAD16-exhaustive
M4	16	1	74177	-0.17868430049574258	109568	577	1.671875	0.8876450975936212	0.7604741264209964	1.8923137187957764	True	LAD16-exhaustive
M4	16	1	74209	-0.1793065457483145	127872	417	1.951171875	1.0361411843934265	1.0770658987087052	2.209388941526413	True	LAD16-exhaustive
M4	16	1	74561	-0.1861335888625426	145536	673	2.220703125	1.1818884600782678	1.388828041552224	2.5265174210071564	True	LAD16-exhaustive
M4	16	1	75041	-0.1953914329548212	119680	545	1.826171875	0.9748304381393339	0.9460099743934539	2.091030329465866	True	LAD16-exhaustive
M4	16	1	75169	-0.19785019082621957	117888	513	1.798828125	0.9609969249497171	0.9162601865892271	2.063234120607376	True	LAD16-exhaustive
M4	16	1	75329	-0.2009177570863514	123520	545	1.884765625	1.007904856923167	1.016991069895857	2.1664048731327057	True	LAD16-exhaustive
M4	16	1	75521	-0.20459024760578615	77440	417	1.181640625	0.6326471872208556	0.20931840452620737	1.3616742193698883	True	LAD16-exhaustive
M4	16	1	75553	-0.20520142149406695	110208	513	1.681640625	0.9005230362654868	0.7858395382715343	1.9386748373508453	True	LAD16-exhaustive
M4	16	1	75617	-0.20642299307749212	122368	609	1.8671875	1.0002771281136646	1.0005968900205997	2.1544054746627808	True	LAD16-exhaustive
M4	16	1	75937	-0.21251538389735103	118016	481	1.80078125	0.9665935717403443	0.9278847300106813	2.0865772366523743	True	LAD16-exhaustive
M4	16	1	76001	-0.2137307808102733	116736	641	1.78125	0.956483023753674	0.9060163462272068	2.065685749053955	True	LAD16-exhaustive
M4	16	1	76129	-0.21615850721282825	122880	641	1.875	1.0076086726338378	1.0164473182269016	2.178068161010742	True	LAD16-exhaustive
M4	16	1	76289	-0.21918743150433428	103168	513	1.57421875	0.846793026700347	0.6684454752231632	1.8325130343437195	True	LAD16-exhaustive
M4	16	1	76481	-0.22281376643517703	187136	577	2.85546875	1.5377781761826133	2.1653788886663614	3.3323532938957214	True	LAD16-exhaustive
M4	16	1	76673	-0.22643100911851022	121728	513	1.857421875	1.001449337743833	1.0031449976634623	2.1730668246746063	True	LAD16-exhaustive
M4	16	1	76801	-0.22883747546526223	149888	545	2.287109375	1.234067889426252	1.508373954518578	2.680241197347641	True	LAD16-exhaustive
M4	16	1	76961	-0.23183992457304825	154880	641	2.36328125	1.2763901322230098	1.6009687690737773	2.775276005268097	True	LAD16-exhaustive
M4	16	1	77153	-0.23543463486749872	120320	545	1.8359375	0.9927119725379849	0.9841319285496299	2.161378264427185	True	LAD16-exhaustive
M4	16	1	77249	-0.23722863678162298	116992	513	1.78515625	0.9658052383757985	0.9254983620393683	2.1042104363441467	True	LAD16-exhaustive
M4	16	1	77377	-0.23961717438092478	131008	545	1.9990234375	1.0823334396232471	1.1795443125572214	2.3602056354284286	True	LAD16-exhaustive
M4	16	1	77569	-0.24319258245373376	138496	449	2.11328125	1.1454963752323486	1.3177098234721905	2.501298725605011	True	LAD16-exhaustive
M4	16	1	77761	-0.24675915155081185	92032	481	1.404296875	0.7620556700597017	0.4797212069409476	1.6662525832653046	True	LAD16-exhaustive
M4	16	1	78017	-0.25150090279867143	129856	481	1.9814453125	1.0768670512797627	1.1683744403038452	2.358801558613777	True	LAD16-exhaustive
M4	16	1	78049	-0.2520925273928256	102848	545	1.5693359375	0.8530553584378309	0.678051431844625	1.8689743131399155	True	LAD16-exhaustive
M4	16	1	78241	-0.25563718907555355	131072	513	2.0	1.0883735811261963	1.1938811322194247	2.387725830078125	True	LAD16-exhaustive
M4	16	1	78401	-0.2585844354950346	123136	641	1.87890625	1.0234279742819725	1.0514553888189517	2.2477436661720276	True	LAD16-exhaustive
M4	16	1	78497	-0.2603498976578287	157312	641	2.400390625	1.308205557727623	1.6773703042744335	2.8751138746738434	True	LAD16-exhaustive
M4	16	1	78593	-0.26211320202050814	121152	577	1.8486328125	1.0080594931783726	1.0177248589732586	2.2169433385133743	True	LAD16-exhaustive
M4	16	1	78721	-0.26446092702890667	100352	417	1.53125	0.8356084408967391	0.6381404020752269	1.839317798614502	True	LAD16-exhaustive
M4	16	1	78977	-0.26914494654593213	101632	577	1.55078125	0.8475147446665329	0.6637529683566034	1.868836224079132	True	LAD16-exhaustive
M4	16	1	79201	-0.2732310255858117	136448	545	2.08203125	1.1393085136472612	1.3076670028419928	2.516158401966095	True	LAD16-exhaustive
M4	16	1	79393	-0.2767241915716312	130688	577	1.994140625	1.092410070108088	1.204361129787518	2.415783792734146	True	LAD16-exhaustive
M4	16	1	79777	-0.283685251702277	93696	609	1.4296875	0.7849054426853942	0.5230667534523536	1.7403591871261597	True	LAD16-exhaustive
M4	16	1	79841	-0.2848421699391288	116096	609	1.771484375	0.9729053212660618	0.9398959942683299	2.158158630132675	True	LAD16-exhaustive
M4	16	1	79873	-0.28542028133733055	104960	577	1.6015625	0.8797425283512599	0.7331746633478294	1.951928734779358	True	LAD16-exhaustive
M4	16	1	80449	-0.2957868675707971	125952	545	1.921875	1.0591086822870999	1.1316689078355078	2.359205961227417	True	LAD16-exhaustive
M4	16	1	80513	-0.29693412577437783	92288	481	1.408203125	0.7763109265660947	0.5014977981708247	1.7300210297107697	True	LAD16-exhaustive
M4	16	1	80737	-0.30094236015617426	142848	641	2.1796875	1.2031108461462208	1.4533368381399252	2.685263514518738	True	LAD16-exhaustive
M4	16	1	80833	-0.30265677174525507	98304	481	1.5	0.8283880356362047	0.616716258487831	1.8501205444335938	True	LAD16-exhaustive
M4	16	1	80897	-0.3037985820146716	114176	545	1.7421875	0.9624791178669962	0.9161629997329671	2.15053927898407	True	LAD16-exhaustive
M4	16	1	80929	-0.30436914844911556	110976	545	1.693359375	0.9356693853737096	0.8562276777199207	2.0910931527614594	True	LAD16-exhaustive
M4	16	1	81281	-0.310630531243266	132608	641	2.0234375	1.1202254756804435	1.2693373531319143	2.509567618370056	True	LAD16-exhaustive
M4	16	1	81409	-0.3129006769601119	120064	513	1.83203125	1.0149705468154535	1.033567285133898	2.2757542729377747	True	LAD16-exhaustive
M4	16	1	81569	-0.3157333449361559	92160	545	1.40625	0.7797640189933652	0.5056444075684748	1.7502808570861816	True	LAD16-exhaustive
M4	16	1	81761	-0.3191252212043665	106304	545	1.6220703125	0.9003780877981242	0.7760904985170138	2.023652508854866	True	LAD16-exhaustive
M4	16	1	81953	-0.3225091416368926	109824	417	1.67578125	0.9311625405541468	0.8450797403105211	2.095570385456085	True	LAD16-exhaustive
M4	16	1	82241	-0.3275701864726521	126720	577	1.93359375	1.0760927592690965	1.1715828731784543	2.4264630675315857	True	LAD16-exhaustive
M4	16	1	82529	-0.3326135389628817	116992	513	1.78515625	0.9950235044051896	0.9887565446898604	2.2480340600013733	True	LAD16-exhaustive
M4	16	1	82561	-0.3331728247086758	94464	417	1.44140625	0.8035594574211997	0.5560836408979934	1.8158560395240784	True	LAD16-exhaustive
M4	16	1	82657	-0.3348493822207139	103424	417	1.578125	0.880230229195908	0.7291688124666209	1.990403413772583	True	LAD16-exhaustive
M4	16	1	82721	-0.3359660058009517	112320	481	1.7138671875	0.9562702866473364	0.9010728254701686	2.1632813662290573	True	LAD16-exhaustive
M4	16	1	82913	-0.33931070039165334	102912	481	1.5703125	0.8770702219800873	0.7215429970626382	1.986683964729309	True	LAD16-exhaustive
M4	16	1	83009	-0.34098014433977397	99840	449	1.5234375	0.851323671353269	0.6630048590447852	1.9296115636825562	True	LAD16-exhaustive
M4	16	1	83137	-0.34320306877693696	117504	577	1.79296875	1.0026235132960477	1.0059516742008088	2.2745062708854675	True	LAD16-exhaustive
M4	16	1	83233	-0.3448680172567933	109568	481	1.671875	0.9353837644856421	0.8533176451514458	2.1233394145965576	True	LAD16-exhaustive
M4	16	1	83617	-0.3515086630323978	115456	609	1.76171875	0.9876477467197892	0.9718873383497367	2.247766673564911	True	LAD16-exhaustive
M4	16	1	83777	-0.35426660270572796	101824	513	1.5537109375	0.8717667783630083	0.7078391883869306	1.9861639589071274	True	LAD16-exhaustive
M4	16	1	83873	-0.3559188393781163	128000	545	1.953125	1.0964235725329299	1.2198283836881056	2.499610185623169	True	LAD16-exhaustive
M4	16	1	83969	-0.3575691860020669	93248	449	1.4228515625	0.7991453262224589	0.5417932837653544	1.8230502754449844	True	LAD16-exhaustive
M4	16	1	84449	-0.3657927190523367	101120	513	1.54296875	0.8687737889958262	0.6996744940680553	1.9882532954216003	True	LAD16-exhaustive
M4	16	1	84481	-0.36633929150081457	96512	481	1.47265625	0.8293213567636118	0.6092999566071565	1.8983684182167053	True	LAD16-exhaustive
M4	16	1	84673	-0.3696143848099709	189952	513	2.8984375	1.633863698587958	2.4528328135729	3.7448028326034546	True	LAD16-exhaustive
M4	16	1	84737	-0.37070443246960494	99072	449	1.51171875	0.852444312438445	0.6616542567902648	1.9546281695365906	True	LAD16-exhaustive
M4	16	1	84961	-0.37451312646541624	188416	609	2.875	1.6230522738145865	2.430790798809796	3.7271556854248047	True	LAD16-exhaustive
M4	16	1	85121	-0.3772274792438921	124672	417	1.90234375	1.0748287644949421	1.17202109321355	2.4708465933799744	True	LAD16-exhaustive
M4	16	1	85313	-0.38047797580007625	114176	641	1.7421875	0.9853046920575679	0.9661744439993897	2.2679327726364136	True	LAD16-exhaustive
M4	16	1	85601	-0.385340029991454	101760	449	1.552734375	0.8794437806636076	0.7219747498950942	2.0281313359737396	True	LAD16-exhaustive
M4	16	1	85793	-0.38857232008001574	96640	449	1.474609375	0.8360063049096995	0.6213193272201877	1.9304071366786957	True	LAD16-exhaustive
M4	16	1	85889	-0.39018575350181095	136960	481	2.08984375	1.185377416022229	1.4283297450789654	2.738870084285736	True	LAD16-exhaustive
M4	16	1	86017	-0.3923341950845476	109952	481	1.677734375	0.952238688597808	0.8895502820534829	2.202051967382431	True	LAD16-exhaustive
