p	SIGMA	UMIN	H	PREDCR_est	PREDCR_exact	BONUS	AU
12930725057	-1.590084	7	0.332152	1.375333			
12930230977	-1.590029	7	0.332165	1.375329			
12929886337	-1.589991	7	0.332174	1.375326			
12928442113	-1.589829	7	0.332211	1.375316			
12927580033	-1.589733	7	0.332233	1.375310			
12927385217	-1.589711	7	0.332238	1.375308			
12925741441	-1.589528	7	0.332280	1.375296			
12924598913	-1.589400	7	0.332310	1.375288			
12923563649	-1.589285	7	0.332336	1.375281			
12923451841	-1.589272	7	0.332339	1.375280			
12922776577	-1.589197	7	0.332356	1.375275			
12919578241	-1.588840	7	0.332439	1.375252			
12919280449	-1.588807	7	0.332446	1.375250			
12918642049	-1.588735	7	0.332463	1.375245			
12914574401	-1.588281	7	0.332567	1.375216			
12914238593	-1.588244	7	0.332576	1.375213			
12910804289	-1.587860	7	0.332665	1.375188			
12907873729	-1.587532	7	0.332740	1.375167			
12905769601	-1.587297	7	0.332794	1.375152			
12903920321	-1.587090	7	0.332842	1.375138			
2578434049	0.736152	6	1.665727	1.375132			
12901475393	-1.586817	7	0.332905	1.375120			
12900561473	-1.586715	7	0.332929	1.375114			
12899176769	-1.586560	7	0.332964	1.375104			
12897418817	-1.586363	7	0.333010	1.375091			
12895544513	-1.586154	7	0.333058	1.375077			
12895163201	-1.586111	7	0.333068	1.375075			
12893752961	-1.585953	7	0.333105	1.375064			
12892612673	-1.585826	7	0.333134	1.375056			
12892010113	-1.585758	7	0.333150	1.375052			
12889136641	-1.585437	7	0.333224	1.375031			
12887095681	-1.585208	7	0.333277	1.375016			
12885584513	-1.585039	7	0.333316	1.375005			
12884229313	-1.584887	7	0.333351	1.374995			
12884174593	-1.584881	7	0.333352	1.374995			
12883744513	-1.584833	7	0.333363	1.374992			
12883739009	-1.584832	7	0.333363	1.374992			
12882749057	-1.584721	7	0.333389	1.374984			
12881449793	-1.584576	7	0.333423	1.374975			
12879662017	-1.584376	7	0.333469	1.374962			
12879158977	-1.584319	7	0.333482	1.374958			
12878453569	-1.584240	7	0.333500	1.374953			
12877365313	-1.584118	7	0.333528	1.374945			
12877198273	-1.584100	7	0.333533	1.374944			
12876335489	-1.584003	7	0.333555	1.374938			
12874711873	-1.583821	7	0.333597	1.374926			
2576134081	0.737439	6	1.667214	1.374923			
2575773953	0.737641	6	1.667447	1.374890			
12869332481	-1.583218	7	0.333737	1.374887			
12868959553	-1.583176	7	0.333746	1.374884			
12868479361	-1.583123	7	0.333759	1.374880			
2575649473	0.737711	6	1.667528	1.374879			
12866543489	-1.582905	7	0.333809	1.374866			
12864090881	-1.582630	7	0.333873	1.374848			
12860966849	-1.582280	7	0.333954	1.374826			
12860508737	-1.582229	7	0.333966	1.374822			
12859374721	-1.582101	7	0.333995	1.374814			
12858609217	-1.582016	7	0.334015	1.374808			
12857364097	-1.581876	7	0.334047	1.374799			
12857176897	-1.581855	7	0.334052	1.374798			
12857080961	-1.581844	7	0.334055	1.374797			
2574541441	0.738332	7	1.668246	1.374778			
12853902913	-1.581487	7	0.334137	1.374774			
12851947649	-1.581268	7	0.334188	1.374760			
12851477761	-1.581215	7	0.334200	1.374756			
12848680769	-1.580901	7	0.334273	1.374736			
12848627329	-1.580895	7	0.334274	1.374736			
12846443969	-1.580650	7	0.334331	1.374720			
12845534657	-1.580548	7	0.334355	1.374713			
12844958657	-1.580483	7	0.334370	1.374709			
12843218369	-1.580288	7	0.334415	1.374696			
12841872961	-1.580137	7	0.334450	1.374686			
12836919617	-1.579580	7	0.334579	1.374650			
12833881793	-1.579239	7	0.334658	1.374628			
12830985217	-1.578913	7	0.334734	1.374606			
12830356289	-1.578842	7	0.334750	1.374602			
12830294593	-1.578835	7	0.334752	1.374601			
12830040193	-1.578807	7	0.334759	1.374600			
12829481153	-1.578744	7	0.334773	1.374595			
12826191233	-1.578374	7	0.334859	1.374571			
12820651969	-1.577751	7	0.335004	1.374531			
12816506497	-1.577284	7	0.335112	1.374500			
12814148609	-1.577019	7	0.335174	1.374483			
12810984449	-1.576662	7	0.335257	1.374460			
12810419521	-1.576599	7	0.335271	1.374456			
12809978113	-1.576549	7	0.335283	1.374452			
12809822017	-1.576531	7	0.335287	1.374451			
12809371073	-1.576481	7	0.335299	1.374448			
12807706369	-1.576293	7	0.335342	1.374436			
12806271809	-1.576131	7	0.335380	1.374425			
12804311873	-1.575911	7	0.335431	1.374411			
12803999489	-1.575875	7	0.335440	1.374409			
12803779777	-1.575851	7	0.335445	1.374407			
12803689793	-1.575841	7	0.335448	1.374406			
12800800769	-1.575515	7	0.335523	1.374385			
12800693441	-1.575503	7	0.335526	1.374384			
12798117313	-1.575213	7	0.335594	1.374365			
12796046273	-1.574979	7	0.335648	1.374350			
12795976577	-1.574971	7	0.335650	1.374350			
12794206913	-1.574772	7	0.335696	1.374337			
12794005057	-1.574749	7	0.335702	1.374335			
12793211329	-1.574659	7	0.335722	1.374329			
12791636353	-1.574482	7	0.335764	1.374318			
12790183361	-1.574318	7	0.335802	1.374307			
12789845377	-1.574280	7	0.335811	1.374305			
12788706881	-1.574151	7	0.335841	1.374296			
12786386881	-1.573890	7	0.335902	1.374279			
12786343553	-1.573885	7	0.335903	1.374279			
12785792449	-1.573823	7	0.335917	1.374275			
12785779777	-1.573821	7	0.335918	1.374275			
12785689153	-1.573811	7	0.335920	1.374274			
12785466241	-1.573786	7	0.335926	1.374272			
12783562177	-1.573571	7	0.335976	1.374258			
12782314241	-1.573430	7	0.336009	1.374249			
12782147009	-1.573411	7	0.336013	1.374248			
12780904193	-1.573271	7	0.336046	1.374239			
12778357121	-1.572983	7	0.336113	1.374220			
12776260481	-1.572747	7	0.336168	1.374204			
2568113089	0.741938	6	1.672421	1.374192			
12772389569	-1.572309	7	0.336270	1.374176			
12771290369	-1.572185	7	0.336299	1.374168			
12769845889	-1.572022	7	0.336337	1.374157			
12769718849	-1.572008	7	0.336340	1.374156			
12768689537	-1.571891	7	0.336367	1.374149			
12764250049	-1.571390	7	0.336484	1.374116			
12760337857	-1.570947	7	0.336587	1.374087			
12755522113	-1.570403	7	0.336714	1.374051			
12755219713	-1.570369	7	0.336722	1.374049			
12754508609	-1.570288	7	0.336741	1.374044			
12750874817	-1.569877	7	0.336837	1.374017			
12750816769	-1.569871	7	0.336839	1.374017			
12749212673	-1.569689	7	0.336881	1.374005			
12748705153	-1.569632	7	0.336894	1.374001			
12747884033	-1.569539	7	0.336916	1.373995			
12744401921	-1.569145	7	0.337008	1.373969			
12741864833	-1.568857	7	0.337075	1.373951			
2565275969	0.743533	6	1.674271	1.373934			
12736150913	-1.568210	7	0.337226	1.373908			
12735174913	-1.568100	7	0.337252	1.373901			
12733434881	-1.567903	7	0.337298	1.373888			
12731974529	-1.567737	7	0.337337	1.373877			
12731401153	-1.567672	7	0.337352	1.373873			
12731377409	-1.567669	7	0.337353	1.373873			
12730562177	-1.567577	7	0.337375	1.373867			
12726628609	-1.567131	7	0.337479	1.373838			
12725983873	-1.567058	7	0.337496	1.373833			
12724780801	-1.566922	7	0.337528	1.373824			
12724741441	-1.566917	7	0.337529	1.373824			
12724008961	-1.566834	7	0.337548	1.373818			
12719905409	-1.566369	7	0.337657	1.373788			
12718406081	-1.566199	7	0.337697	1.373777			
12716546369	-1.565988	7	0.337746	1.373763			
12714318913	-1.565735	7	0.337806	1.373746			
12713842177	-1.565681	7	0.337818	1.373743			
12713105857	-1.565597	7	0.337838	1.373737			
12711371137	-1.565401	7	0.337884	1.373725			
2562925633	0.744856	6	1.675806	1.373719			
12708194497	-1.565040	7	0.337968	1.373701			
12706174849	-1.564811	7	0.338022	1.373686			
12705593473	-1.564745	7	0.338038	1.373682			
12704914049	-1.564668	7	0.338056	1.373677			
12701375233	-1.564266	7	0.338150	1.373650			
12697397441	-1.563814	7	0.338256	1.373621			
12697312129	-1.563804	7	0.338258	1.373620			
12695654849	-1.563616	7	0.338302	1.373608			
12693205121	-1.563337	7	0.338367	1.373589			
12692899777	-1.563303	7	0.338376	1.373587			
12692484353	-1.563255	7	0.338387	1.373584			
12691638017	-1.563159	7	0.338409	1.373578			
12691536257	-1.563148	7	0.338412	1.373577			
12691397633	-1.563132	7	0.338416	1.373576			
12688924289	-1.562851	7	0.338482	1.373558			
12688303489	-1.562780	7	0.338498	1.373553			
12687237697	-1.562659	7	0.338527	1.373545			
12686387969	-1.562562	7	0.338549	1.373539			
12685065793	-1.562412	7	0.338585	1.373529			
12683976001	-1.562288	7	0.338614	1.373521			
12683859649	-1.562275	7	0.338617	1.373520			
12682283137	-1.562095	7	0.338659	1.373508			
12681229633	-1.561976	7	0.338687	1.373500			
12679369601	-1.561764	7	0.338737	1.373486			
12678556673	-1.561671	7	0.338758	1.373480			
12678325249	-1.561645	7	0.338765	1.373479			
12678309953	-1.561643	7	0.338765	1.373479			
12677905217	-1.561597	7	0.338776	1.373476			
12675694337	-1.561346	7	0.338835	1.373459			
12674317121	-1.561189	7	0.338872	1.373449			
12673958273	-1.561148	7	0.338881	1.373446			
12671637313	-1.560884	7	0.338943	1.373429			
12666854273	-1.560339	7	0.339071	1.373393			
2559315841	0.746889	6	1.678170	1.373389			
12665410369	-1.560175	7	0.339110	1.373382			
12662767297	-1.559874	7	0.339181	1.373363			
12661783681	-1.559762	7	0.339207	1.373355			
12660456769	-1.559610	7	0.339243	1.373345			
12660032641	-1.559562	7	0.339254	1.373342			
12659525441	-1.559504	7	0.339268	1.373338			
12657500993	-1.559274	7	0.339322	1.373323			
12655795457	-1.559079	7	0.339368	1.373311			
12655644289	-1.559062	7	0.339372	1.373309			
12652517569	-1.558705	7	0.339456	1.373286			
12651939073	-1.558639	7	0.339471	1.373282			
12650355521	-1.558459	7	0.339514	1.373270			
12649741441	-1.558389	7	0.339530	1.373265			
12649583041	-1.558371	7	0.339534	1.373264			
12647964737	-1.558186	7	0.339578	1.373252			
12647296577	-1.558110	7	0.339596	1.373247			
12646349953	-1.558002	7	0.339621	1.373240			
12645361921	-1.557889	7	0.339648	1.373232			
12642499201	-1.557563	7	0.339725	1.373211			
12641618753	-1.557462	7	0.339748	1.373204			
12638501761	-1.557106	7	0.339832	1.373181			
12637594433	-1.557003	7	0.339856	1.373174			
2556864449	0.748271	6	1.679779	1.373165			
2556753217	0.748334	6	1.679852	1.373155			
12634363969	-1.556634	7	0.339943	1.373150			
12634247617	-1.556621	7	0.339946	1.373149			
12634181377	-1.556613	7	0.339948	1.373149			
12632740801	-1.556449	7	0.339987	1.373138			
2556493697	0.748481	6	1.680023	1.373131			
12629059393	-1.556028	7	0.340086	1.373110			
12628496897	-1.555964	7	0.340101	1.373106			
12627169921	-1.555812	7	0.340137	1.373096			
12627129793	-1.555808	7	0.340138	1.373096			
12626316929	-1.555715	7	0.340160	1.373090			
12626123777	-1.555693	7	0.340165	1.373088			
12623912449	-1.555440	7	0.340225	1.373072			
12623531329	-1.555396	7	0.340235	1.373069			
12623164033	-1.555355	7	0.340245	1.373066			
12622167169	-1.555241	7	0.340272	1.373059			
12621195073	-1.555129	7	0.340298	1.373051			
12620321729	-1.555030	7	0.340322	1.373045			
12619978753	-1.554990	7	0.340331	1.373042			
12617046529	-1.554655	7	0.340410	1.373020			
12616438529	-1.554586	7	0.340426	1.373016			
12615589633	-1.554489	7	0.340449	1.373009			
12614869313	-1.554406	7	0.340469	1.373004			
12614748161	-1.554392	7	0.340472	1.373003			
12613873793	-1.554292	7	0.340496	1.372996			
12613630657	-1.554265	7	0.340502	1.372995			
2554943681	0.749356	6	1.681042	1.372989			
12612712129	-1.554159	7	0.340527	1.372988			
12612408577	-1.554125	7	0.340535	1.372985			
12608506753	-1.553678	7	0.340640	1.372956			
12607641089	-1.553579	7	0.340664	1.372950			
2554502017	0.749605	6	1.681333	1.372949			
12603688961	-1.553127	7	0.340771	1.372920			
12603154241	-1.553066	7	0.340785	1.372916			
12602476609	-1.552988	7	0.340803	1.372911			
12597321601	-1.552398	7	0.340943	1.372872			
12595936321	-1.552239	7	0.340980	1.372862			
12594271489	-1.552049	7	0.341025	1.372849			
12590359169	-1.551600	7	0.341131	1.372820			
12588414913	-1.551378	7	0.341184	1.372805			
12584835841	-1.550967	7	0.341281	1.372778			
12582522497	-1.550702	7	0.341344	1.372760			
12581361217	-1.550569	7	0.341375	1.372752			
12580907329	-1.550517	7	0.341388	1.372748			
12579745793	-1.550384	7	0.341419	1.372740			
12578734849	-1.550268	7	0.341447	1.372732			
12574313473	-1.549761	7	0.341567	1.372699			
12574070017	-1.549733	7	0.341573	1.372697			
12573335041	-1.549648	7	0.341593	1.372691			
12567894593	-1.549024	7	0.341741	1.372650			
12567768833	-1.549009	7	0.341745	1.372649			
12567524033	-1.548981	7	0.341751	1.372647			
12566382593	-1.548850	7	0.341782	1.372639			
12565044161	-1.548697	7	0.341819	1.372629			
12564480769	-1.548632	7	0.341834	1.372624			
12564388097	-1.548621	7	0.341837	1.372624			
12563405633	-1.548509	7	0.341863	1.372616			
12562047937	-1.548353	7	0.341900	1.372606			
12559561601	-1.548067	7	0.341968	1.372587			
12555865921	-1.547642	7	0.342069	1.372559			
2550220417	0.752025	6	1.684155	1.372557			
12554634241	-1.547501	7	0.342102	1.372550			
2549949953	0.752178	6	1.684334	1.372532			
12552250433	-1.547227	7	0.342167	1.372532			
12550775297	-1.547057	7	0.342207	1.372521			
12549877441	-1.546954	7	0.342232	1.372514			
12548691713	-1.546818	7	0.342264	1.372505			
2549416897	0.752480	6	1.684686	1.372483			
12545723137	-1.546477	7	0.342345	1.372482			
12544976321	-1.546391	7	0.342366	1.372477			
12544198657	-1.546301	7	0.342387	1.372471			
12542483777	-1.546104	7	0.342434	1.372458			
12541660609	-1.546009	7	0.342456	1.372452			
12541228481	-1.545960	7	0.342468	1.372448			
12540727489	-1.545902	7	0.342482	1.372445			
12540511681	-1.545877	7	0.342487	1.372443			
2548746049	0.752860	6	1.685130	1.372422			
12537260993	-1.545503	7	0.342576	1.372418			
12535835201	-1.545339	7	0.342615	1.372408			
12535251457	-1.545272	7	0.342631	1.372403			
12534910721	-1.545233	7	0.342640	1.372401			
12534254849	-1.545157	7	0.342658	1.372396			
12533601793	-1.545082	7	0.342676	1.372391			
12533297089	-1.545047	7	0.342685	1.372388			
12532824641	-1.544993	7	0.342697	1.372385			
12532785217	-1.544988	7	0.342699	1.372384			
12530846017	-1.544765	7	0.342752	1.372370			
12528797249	-1.544529	7	0.342808	1.372354			
12527190337	-1.544344	7	0.342852	1.372342			
12527017793	-1.544324	7	0.342856	1.372341			
12525488257	-1.544148	7	0.342898	1.372329			
12522261953	-1.543776	7	0.342987	1.372305			
12521114369	-1.543644	7	0.343018	1.372296			
12520416449	-1.543563	7	0.343037	1.372291			
12519305857	-1.543436	7	0.343068	1.372282			
12517722881	-1.543253	7	0.343111	1.372270			
12517196801	-1.543192	7	0.343125	1.372266			
12516810497	-1.543148	7	0.343136	1.372263			
12516679489	-1.543133	7	0.343140	1.372262			
12515756417	-1.543026	7	0.343165	1.372255			
12515274241	-1.542971	7	0.343178	1.372251			
12514624897	-1.542896	7	0.343196	1.372247			
12511201217	-1.542501	7	0.343290	1.372221			
12511068161	-1.542486	7	0.343293	1.372219			
12510137153	-1.542379	7	0.343319	1.372212			
12508879553	-1.542234	7	0.343353	1.372203			
12508417921	-1.542180	7	0.343366	1.372199			
12508081217	-1.542141	7	0.343375	1.372197			
12505038529	-1.541790	7	0.343459	1.372174			
12501960641	-1.541435	7	0.343543	1.372150			
12500151233	-1.541226	7	0.343593	1.372136			
12499245569	-1.541122	7	0.343618	1.372130			
12498950209	-1.541088	7	0.343626	1.372127			
12498687169	-1.541058	7	0.343633	1.372125			
2545342721	0.754787	6	1.687383	1.372109			
12495036289	-1.540636	7	0.343734	1.372097			
12490895041	-1.540158	7	0.343848	1.372066			
12490514369	-1.540114	7	0.343858	1.372063			
12485146049	-1.539494	7	0.344006	1.372022			
12483536257	-1.539308	7	0.344051	1.372010			
2544241729	0.755411	6	1.688113	1.372008			
12480574657	-1.538965	7	0.344132	1.371987			
12479306689	-1.538819	7	0.344167	1.371978			
12478028417	-1.538671	7	0.344202	1.371968			
12477331201	-1.538590	7	0.344222	1.371962			
12476824769	-1.538532	7	0.344236	1.371959			
12476435009	-1.538487	7	0.344246	1.371956			
12475262081	-1.538351	7	0.344279	1.371947			
12474458177	-1.538258	7	0.344301	1.371941			
12473771329	-1.538179	7	0.344320	1.371935			
12471516929	-1.537918	7	0.344382	1.371918			
12470039233	-1.537747	7	0.344423	1.371907			
12468360193	-1.537553	7	0.344469	1.371894			
12466313921	-1.537316	7	0.344526	1.371878			
12464430401	-1.537098	7	0.344578	1.371864			
12463873217	-1.537033	7	0.344593	1.371860			
12463572929	-1.536999	7	0.344602	1.371857			
12459478337	-1.536525	7	0.344715	1.371826			
12458810113	-1.536447	7	0.344733	1.371821			
12458203201	-1.536377	7	0.344750	1.371816			
12457890817	-1.536341	7	0.344759	1.371814			
12455109697	-1.536019	7	0.344836	1.371793			
12454763521	-1.535979	7	0.344845	1.371790			
12453800897	-1.535867	7	0.344872	1.371783			
12453032897	-1.535778	7	0.344893	1.371777			
2541714689	0.756845	6	1.689791	1.371776			
12452366977	-1.535701	7	0.344912	1.371772			
12451512641	-1.535602	7	0.344935	1.371765			
12448259009	-1.535225	7	0.345026	1.371740			
12446568193	-1.535029	7	0.345072	1.371727			
12446145473	-1.534980	7	0.345084	1.371724			
12445700353	-1.534928	7	0.345096	1.371721			
12440532161	-1.534329	7	0.345240	1.371681			
12439961857	-1.534263	7	0.345256	1.371677			
12439810433	-1.534245	7	0.345260	1.371675			
12437589121	-1.533988	7	0.345322	1.371658			
12437407361	-1.533967	7	0.345327	1.371657			
12437282881	-1.533952	7	0.345330	1.371656			
12437058241	-1.533926	7	0.345336	1.371654			
12436887553	-1.533906	7	0.345341	1.371653			
12436137473	-1.533819	7	0.345362	1.371647			
12431374337	-1.533267	7	0.345494	1.371611			
12430461889	-1.533161	7	0.345520	1.371604			
2539626689	0.758031	6	1.691181	1.371584			
12427366657	-1.532802	7	0.345606	1.371580			
12426958657	-1.532754	7	0.345617	1.371577			
12425858113	-1.532626	7	0.345648	1.371568			
12425771009	-1.532616	7	0.345650	1.371568			
12424195009	-1.532433	7	0.345694	1.371556			
12420966401	-1.532058	7	0.345784	1.371531			
12417611201	-1.531669	7	0.345877	1.371505			
12415247617	-1.531394	7	0.345943	1.371487			
12414092993	-1.531260	7	0.345975	1.371478			
12413462657	-1.531187	7	0.345993	1.371473			
12413318273	-1.531170	7	0.345997	1.371472			
12412009601	-1.531018	7	0.346033	1.371462			
12410862337	-1.530884	7	0.346065	1.371453			
12408602497	-1.530622	7	0.346128	1.371436			
12406300289	-1.530354	7	0.346192	1.371418			
12405935681	-1.530311	7	0.346203	1.371415			
12403874369	-1.530072	7	0.346260	1.371399			
12402284353	-1.529887	7	0.346305	1.371387			
12402136193	-1.529870	7	0.346309	1.371386			
12400382273	-1.529666	7	0.346358	1.371372			
12400021313	-1.529624	7	0.346368	1.371370			
12396322241	-1.529193	7	0.346471	1.371341			
12392400577	-1.528737	7	0.346581	1.371311			
12391989761	-1.528689	7	0.346592	1.371308			
12391985537	-1.528688	7	0.346592	1.371308			
12390817729	-1.528552	7	0.346625	1.371299			
12387330689	-1.528146	7	0.346723	1.371272			
12386046209	-1.527997	7	0.346759	1.371262			
12384702017	-1.527840	7	0.346796	1.371251			
12382798849	-1.527618	7	0.346849	1.371237			
12382527169	-1.527587	7	0.346857	1.371235			
12381383873	-1.527454	7	0.346889	1.371226			
12380551489	-1.527357	7	0.346912	1.371219			
12376648513	-1.526902	7	0.347022	1.371189			
12376194881	-1.526849	7	0.347035	1.371186			
12375573313	-1.526776	7	0.347052	1.371181			
12374903873	-1.526698	7	0.347071	1.371176			
2535111041	0.760598	6	1.694193	1.371169			
12373178113	-1.526497	7	0.347119	1.371162			
12370870657	-1.526228	7	0.347184	1.371145			
12369266177	-1.526041	7	0.347229	1.371132			
12368079233	-1.525902	7	0.347262	1.371123			
