p	SIGMA	UMIN	H	PREDCR_est	PREDCR_exact	BONUS	AU
4500342529	-0.067388	7	0.954365	1.255838			
4500190081	-0.067339	7	0.954397	1.255833			
4499150977	-0.067006	7	0.954617	1.255805			
4498863553	-0.066913	7	0.954678	1.255797			
4498174273	-0.066692	7	0.954825	1.255777			
4497837761	-0.066584	7	0.954896	1.255768			
4497629249	-0.066518	7	0.954940	1.255762			
4496733313	-0.066230	7	0.955131	1.255737			
4496562881	-0.066175	7	0.955167	1.255733			
4496140289	-0.066040	7	0.955257	1.255721			
1475607233	1.541338	6	2.910644	1.255712			
4495291393	-0.065767	7	0.955437	1.255697			
4495142017	-0.065720	7	0.955469	1.255693			
4495044481	-0.065688	7	0.955489	1.255690			
4494724033	-0.065585	7	0.955558	1.255682			
4494458369	-0.065500	7	0.955614	1.255674			
4492283969	-0.064802	7	0.956077	1.255614			
4492275457	-0.064799	7	0.956078	1.255613			
4492250689	-0.064791	7	0.956084	1.255613			
4491406529	-0.064520	7	0.956263	1.255589			
4491300353	-0.064486	7	0.956286	1.255586			
4490306497	-0.064167	7	0.956498	1.255559			
4490179201	-0.064126	7	0.956525	1.255555			
4490052353	-0.064085	7	0.956552	1.255552			
4489645441	-0.063954	7	0.956638	1.255540			
4489503041	-0.063909	7	0.956669	1.255536			
1474051009	1.542861	6	2.913717	1.255512			
4487242561	-0.063182	7	0.957151	1.255473			
4486960193	-0.063091	7	0.957211	1.255466			
4486207489	-0.062849	7	0.957372	1.255445			
4486205057	-0.062848	7	0.957372	1.255445			
4485644353	-0.062668	7	0.957492	1.255429			
4485540161	-0.062635	7	0.957514	1.255426			
4485479041	-0.062615	7	0.957527	1.255424			
4485463681	-0.062610	7	0.957530	1.255424			
1473324929	1.543572	6	2.915153	1.255418			
4484089537	-0.062168	7	0.957824	1.255386			
4483144129	-0.061864	7	0.958026	1.255359			
4482698497	-0.061720	7	0.958121	1.255347			
4482369217	-0.061614	7	0.958191	1.255338			
4481898433	-0.061463	7	0.958292	1.255325			
4480315649	-0.060953	7	0.958631	1.255280			
4479955969	-0.060837	7	0.958707	1.255270			
4479857857	-0.060806	7	0.958728	1.255268			
4479713153	-0.060759	7	0.958759	1.255264			
4479359617	-0.060645	7	0.958835	1.255254			
4479261121	-0.060614	7	0.958856	1.255251			
4478448833	-0.060352	7	0.959030	1.255228			
4476435841	-0.059703	7	0.959461	1.255172			
4475762689	-0.059486	7	0.959606	1.255153			
4475413697	-0.059374	7	0.959681	1.255144			
4474778753	-0.059169	7	0.959817	1.255126			
4474640129	-0.059125	7	0.959846	1.255122			
4474231873	-0.058993	7	0.959934	1.255111			
4473867649	-0.058875	7	0.960012	1.255100			
4473367937	-0.058714	7	0.960119	1.255087			
4473228161	-0.058669	7	0.960149	1.255083			
4473147841	-0.058643	7	0.960167	1.255080			
4473104513	-0.058629	7	0.960176	1.255079			
4472827393	-0.058540	7	0.960235	1.255071			
4472595521	-0.058465	7	0.960285	1.255065			
4471859713	-0.058228	7	0.960443	1.255044			
4471501889	-0.058112	7	0.960520	1.255034			
4469900801	-0.057596	7	0.960864	1.254990			
4469566273	-0.057488	7	0.960936	1.254980			
4469242753	-0.057383	7	0.961006	1.254971			
4468967617	-0.057294	7	0.961065	1.254964			
4468456961	-0.057130	7	0.961175	1.254949			
4467256769	-0.056742	7	0.961433	1.254916			
4466670209	-0.056553	7	0.961559	1.254899			
4465670849	-0.056230	7	0.961774	1.254871			
4465657793	-0.056226	7	0.961777	1.254871			
4465553857	-0.056192	7	0.961799	1.254868			
4465516481	-0.056180	7	0.961808	1.254867			
1469026369	1.547787	6	2.923683	1.254863			
4464664577	-0.055905	7	0.961991	1.254843			
4464638657	-0.055896	7	0.961997	1.254842			
4464458753	-0.055838	7	0.962035	1.254837			
4464269057	-0.055777	7	0.962076	1.254832			
4463887297	-0.055653	7	0.962159	1.254821			
4462221889	-0.055115	7	0.962518	1.254775			
4461525953	-0.054890	7	0.962668	1.254755			
4461475457	-0.054874	7	0.962679	1.254754			
4461057281	-0.054739	7	0.962769	1.254742			
4460941313	-0.054701	7	0.962794	1.254739			
4460652289	-0.054608	7	0.962856	1.254731			
4460590913	-0.054588	7	0.962870	1.254729			
4459705409	-0.054301	7	0.963061	1.254704			
4459472257	-0.054226	7	0.963111	1.254698			
4459190081	-0.054135	7	0.963172	1.254690			
4458906433	-0.054043	7	0.963233	1.254682			
4458742529	-0.053990	7	0.963269	1.254677			
4458698113	-0.053975	7	0.963278	1.254676			
4458649537	-0.053960	7	0.963289	1.254675			
4458550081	-0.053927	7	0.963310	1.254672			
1467459457	1.549327	6	2.926805	1.254660			
1467407681	1.549377	6	2.926908	1.254653			
4457535041	-0.053599	7	0.963530	1.254643			
4457318081	-0.053529	7	0.963577	1.254637			
4456991041	-0.053423	7	0.963647	1.254628			
4456967873	-0.053415	7	0.963652	1.254628			
4456592321	-0.053294	7	0.963733	1.254617			
1467115649	1.549665	6	2.927491	1.254616			
4456518593	-0.053270	7	0.963749	1.254615			
4455626881	-0.052981	7	0.963942	1.254590			
4455374017	-0.052899	7	0.963997	1.254583			
4455137857	-0.052823	7	0.964048	1.254576			
4455127297	-0.052820	7	0.964050	1.254576			
4454929729	-0.052756	7	0.964093	1.254570			
4454892097	-0.052743	7	0.964101	1.254569			
4454772353	-0.052705	7	0.964127	1.254566			
1466589889	1.550182	6	2.928540	1.254547			
4452624833	-0.052009	7	0.964592	1.254506			
4452263873	-0.051892	7	0.964670	1.254496			
4452009217	-0.051809	7	0.964726	1.254488			
4452000193	-0.051807	7	0.964728	1.254488			
4451517121	-0.051650	7	0.964832	1.254475			
4450897153	-0.051449	7	0.964967	1.254457			
4450892993	-0.051448	7	0.964968	1.254457			
4450657217	-0.051371	7	0.965019	1.254451			
4450293313	-0.051253	7	0.965098	1.254440			
4450127041	-0.051199	7	0.965134	1.254436			
4449972673	-0.051149	7	0.965167	1.254431			
4449883969	-0.051121	7	0.965186	1.254429			
4449542401	-0.051010	7	0.965260	1.254419			
4449534913	-0.051007	7	0.965262	1.254419			
4449204161	-0.050900	7	0.965334	1.254410			
4449071617	-0.050857	7	0.965363	1.254406			
4448791937	-0.050766	7	0.965423	1.254398			
4448033281	-0.050520	7	0.965588	1.254377			
4447913089	-0.050481	7	0.965614	1.254373			
1465153601	1.551595	6	2.931411	1.254362			
4447434689	-0.050326	7	0.965718	1.254360			
4447143809	-0.050232	7	0.965781	1.254352			
4446765121	-0.050109	7	0.965863	1.254341			
4446148481	-0.049909	7	0.965997	1.254324			
4445246081	-0.049616	7	0.966193	1.254298			
4444891457	-0.049501	7	0.966270	1.254289			
4444792321	-0.049469	7	0.966292	1.254286			
4444445377	-0.049356	7	0.966367	1.254276			
4444057153	-0.049230	7	0.966452	1.254265			
4443446017	-0.049032	7	0.966585	1.254248			
4442932801	-0.048865	7	0.966696	1.254233			
4442929793	-0.048864	7	0.966697	1.254233			
1464138241	1.552595	6	2.933444	1.254230			
4442684737	-0.048785	7	0.966750	1.254226			
4442326529	-0.048668	7	0.966828	1.254216			
4442256193	-0.048645	7	0.966844	1.254214			
4441983617	-0.048557	7	0.966903	1.254207			
4441451393	-0.048384	7	0.967019	1.254192			
4441338497	-0.048347	7	0.967043	1.254189			
4441269377	-0.048325	7	0.967058	1.254187			
4441213633	-0.048307	7	0.967071	1.254185			
4441204289	-0.048304	7	0.967073	1.254185			
4441002113	-0.048238	7	0.967117	1.254179			
4440483329	-0.048070	7	0.967230	1.254165			
4440440897	-0.048056	7	0.967239	1.254163			
4439951233	-0.047897	7	0.967346	1.254150			
4439807041	-0.047850	7	0.967377	1.254145			
4439434369	-0.047729	7	0.967458	1.254135			
4439349697	-0.047701	7	0.967477	1.254133			
4439100481	-0.047620	7	0.967531	1.254126			
4437892673	-0.047228	7	0.967794	1.254092			
4437838337	-0.047210	7	0.967806	1.254090			
4437120449	-0.046977	7	0.967963	1.254070			
4436810753	-0.046876	7	0.968030	1.254061			
4436302529	-0.046711	7	0.968141	1.254047			
4436148737	-0.046661	7	0.968175	1.254042			
1462623361	1.554089	7	2.936482	1.254034			
1462606913	1.554105	6	2.936515	1.254032			
4435695041	-0.046513	7	0.968274	1.254030			
4434753857	-0.046207	7	0.968479	1.254003			
4433916481	-0.045934	7	0.968662	1.253980			
4433774273	-0.045888	7	0.968693	1.253976			
4433310593	-0.045737	7	0.968795	1.253963			
4433001281	-0.045637	7	0.968862	1.253954			
4431569089	-0.045170	7	0.969175	1.253913			
4431317441	-0.045089	7	0.969230	1.253906			
4431247361	-0.045066	7	0.969246	1.253904			
4431036737	-0.044997	7	0.969292	1.253898			
4430611777	-0.044859	7	0.969385	1.253886			
4430456897	-0.044808	7	0.969419	1.253882			
4430246081	-0.044740	7	0.969465	1.253876			
4429533697	-0.044508	7	0.969621	1.253856			
4428804097	-0.044270	7	0.969780	1.253835			
4427355649	-0.043798	7	0.970098	1.253795			
4426618241	-0.043558	7	0.970259	1.253774			
4425763649	-0.043279	7	0.970447	1.253750			
4425618881	-0.043232	7	0.970478	1.253745			
4425581761	-0.043220	7	0.970486	1.253744			
4424871041	-0.042988	7	0.970642	1.253724			
4424839873	-0.042978	7	0.970649	1.253723			
4424380097	-0.042828	7	0.970750	1.253711			
4423693441	-0.042604	7	0.970901	1.253691			
4423594369	-0.042572	7	0.970922	1.253688			
4422811009	-0.042316	7	0.971094	1.253666			
4421822081	-0.041994	7	0.971312	1.253638			
4421807297	-0.041989	7	0.971315	1.253638			
4421527681	-0.041898	7	0.971376	1.253630			
4421123393	-0.041766	7	0.971465	1.253618			
4420608193	-0.041598	7	0.971578	1.253604			
4420277377	-0.041490	7	0.971651	1.253595			
4418375681	-0.040869	7	0.972069	1.253541			
4418169601	-0.040802	7	0.972115	1.253535			
4417878721	-0.040707	7	0.972179	1.253527			
4417842433	-0.040695	7	0.972187	1.253526			
4417836673	-0.040693	7	0.972188	1.253526			
4417736833	-0.040660	7	0.972210	1.253523			
4416903041	-0.040388	7	0.972393	1.253499			
4416680833	-0.040315	7	0.972442	1.253493			
4416470017	-0.040247	7	0.972489	1.253487			
4415808641	-0.040031	7	0.972634	1.253468			
4415704897	-0.039997	7	0.972657	1.253465			
4414369409	-0.039560	7	0.972951	1.253427			
4414005889	-0.039441	7	0.973032	1.253417			
4413732161	-0.039352	7	0.973092	1.253409			
4413466241	-0.039265	7	0.973151	1.253402			
4412473409	-0.038940	7	0.973370	1.253374			
4411663681	-0.038676	7	0.973548	1.253351			
4411397761	-0.038589	7	0.973607	1.253343			
4410610177	-0.038331	7	0.973781	1.253321			
1456931009	1.559715	6	2.947955	1.253296			
4409520641	-0.037975	7	0.974021	1.253290			
4409030657	-0.037814	7	0.974130	1.253276			
4408979521	-0.037798	7	0.974141	1.253275			
4408066433	-0.037499	7	0.974343	1.253249			
4407883393	-0.037439	7	0.974383	1.253244			
4407744001	-0.037393	7	0.974414	1.253240			
4406974337	-0.037141	7	0.974584	1.253218			
4406924737	-0.037125	7	0.974595	1.253216			
4405410049	-0.036629	7	0.974930	1.253174			
4405154497	-0.036545	7	0.974987	1.253166			
4404718081	-0.036403	7	0.975083	1.253154			
4404517697	-0.036337	7	0.975128	1.253148			
4404302593	-0.036266	7	0.975175	1.253142			
4404076993	-0.036193	7	0.975225	1.253136			
4403749121	-0.036085	7	0.975298	1.253126			
4403364481	-0.035959	7	0.975383	1.253115			
4401916481	-0.035485	7	0.975704	1.253074			
4401692353	-0.035411	7	0.975754	1.253068			
4401347393	-0.035298	7	0.975830	1.253058			
4400796353	-0.035117	7	0.975952	1.253043			
4400738753	-0.035099	7	0.975965	1.253041			
4400677441	-0.035078	7	0.975979	1.253039			
4398681857	-0.034424	7	0.976421	1.252982			
4397919233	-0.034174	7	0.976591	1.252961			
4397647361	-0.034085	7	0.976651	1.252953			
4396489793	-0.033705	7	0.976908	1.252920			
1453889537	1.562729	6	2.954122	1.252901			
4394777857	-0.033143	7	0.977289	1.252872			
4393408321	-0.032693	7	0.977593	1.252833			
4392670721	-0.032451	7	0.977758	1.252812			
4391847041	-0.032181	7	0.977941	1.252788			
4390623233	-0.031779	7	0.978214	1.252753			
4389078913	-0.031271	7	0.978558	1.252709			
4388968769	-0.031235	7	0.978582	1.252706			
1452281921	1.564326	6	2.957392	1.252692			
4388142593	-0.030963	7	0.978767	1.252683			
4387785089	-0.030846	7	0.978846	1.252672			
1451850241	1.564754	7	2.958272	1.252636			
4386445057	-0.030405	7	0.979145	1.252634			
4386186817	-0.030320	7	0.979203	1.252627			
4385727617	-0.030169	7	0.979306	1.252614			
4385623169	-0.030135	7	0.979329	1.252611			
4385075713	-0.029955	7	0.979451	1.252595			
4384824833	-0.029872	7	0.979507	1.252588			
4384535489	-0.029777	7	0.979572	1.252580			
4384404289	-0.029734	7	0.979601	1.252576			
4383585281	-0.029464	7	0.979784	1.252553			
4383583937	-0.029464	7	0.979784	1.252553			
4383367489	-0.029392	7	0.979833	1.252547			
4383086209	-0.029300	7	0.979896	1.252539			
4382314241	-0.029046	7	0.980068	1.252517			
4380845761	-0.028562	7	0.980397	1.252475			
4380468737	-0.028438	7	0.980481	1.252464			
4379516993	-0.028125	7	0.980694	1.252437			
1450252673	1.566343	6	2.961530	1.252428			
4378628609	-0.027832	7	0.980893	1.252411			
4378081217	-0.027652	7	0.981016	1.252396			
4377415169	-0.027432	7	0.981165	1.252377			
4377320449	-0.027401	7	0.981186	1.252374			
4375849729	-0.026916	7	0.981516	1.252332			
4375331713	-0.026745	7	0.981632	1.252317			
4375045249	-0.026651	7	0.981697	1.252309			
4374951809	-0.026620	7	0.981718	1.252306			
1449314561	1.567276	6	2.963447	1.252306			
4374286849	-0.026401	7	0.981867	1.252287			
1449138881	1.567451	6	2.963807	1.252283			
4374076673	-0.026331	7	0.981914	1.252281			
4373924161	-0.026281	7	0.981948	1.252277			
4373560769	-0.026161	7	0.982030	1.252267			
4372530881	-0.025821	7	0.982261	1.252237			
4371213697	-0.025387	7	0.982557	1.252200			
1448457281	1.568130	7	2.965201	1.252194			
4370975809	-0.025308	7	0.982611	1.252193			
4370792897	-0.025248	7	0.982652	1.252188			
4369820033	-0.024927	7	0.982871	1.252160			
4369626241	-0.024863	7	0.982914	1.252154			
4369403009	-0.024789	7	0.982964	1.252148			
4369239937	-0.024735	7	0.983001	1.252143			
4368914689	-0.024628	7	0.983074	1.252134			
4367851457	-0.024277	7	0.983313	1.252103			
4367382529	-0.024122	7	0.983419	1.252090			
4367355841	-0.024113	7	0.983425	1.252089			
4367078657	-0.024021	7	0.983488	1.252081			
4366915073	-0.023967	7	0.983524	1.252077			
4366717057	-0.023902	7	0.983569	1.252071			
4366546817	-0.023846	7	0.983607	1.252066			
4366364993	-0.023786	7	0.983648	1.252061			
4365680129	-0.023559	7	0.983803	1.252041			
4364689601	-0.023232	7	0.984026	1.252013			
4364238209	-0.023083	7	0.984128	1.252000			
4363082881	-0.022701	7	0.984388	1.251967			
4361772929	-0.022268	7	0.984684	1.251929			
4361710273	-0.022247	7	0.984698	1.251927			
4360753409	-0.021930	7	0.984914	1.251900			
4360037953	-0.021694	7	0.985076	1.251880			
4359968321	-0.021671	7	0.985091	1.251878			
4359312641	-0.021454	7	0.985240	1.251859			
4359202049	-0.021417	7	0.985265	1.251856			
4359084161	-0.021378	7	0.985291	1.251852			
4358065729	-0.021041	7	0.985521	1.251823			
4357746433	-0.020935	7	0.985594	1.251814			
4357139009	-0.020734	7	0.985731	1.251796			
4356851201	-0.020639	7	0.985796	1.251788			
4356110401	-0.020393	7	0.985964	1.251767			
4355815553	-0.020296	7	0.986031	1.251758			
4355015233	-0.020031	7	0.986212	1.251735			
4354944193	-0.020007	7	0.986228	1.251733			
4354936769	-0.020005	7	0.986230	1.251733			
4354685761	-0.019921	7	0.986286	1.251726			
4354178561	-0.019753	7	0.986401	1.251711			
4354157377	-0.019746	7	0.986406	1.251711			
1444496321	1.572081	6	2.973332	1.251678			
4352526977	-0.019206	7	0.986776	1.251664			
1444317377	1.572259	6	2.973700	1.251655			
4350783553	-0.018628	7	0.987171	1.251614			
4350181313	-0.018428	7	0.987308	1.251597			
4349716673	-0.018274	7	0.987413	1.251583			
4349350529	-0.018153	7	0.987496	1.251573			
4348967297	-0.018026	7	0.987583	1.251562			
4347599617	-0.017572	7	0.987894	1.251522			
4347196993	-0.017438	7	0.987985	1.251511			
4346464321	-0.017195	7	0.988152	1.251490			
4345460737	-0.016862	7	0.988380	1.251461			
4345012417	-0.016713	7	0.988482	1.251448			
4344848513	-0.016659	7	0.988519	1.251443			
4343479937	-0.016204	7	0.988831	1.251404			
4343297729	-0.016144	7	0.988872	1.251399			
4342809857	-0.015982	7	0.988984	1.251385			
4342786177	-0.015974	7	0.988989	1.251384			
4342253569	-0.015797	7	0.989110	1.251369			
4341506369	-0.015549	7	0.989280	1.251347			
4340536769	-0.015226	7	0.989501	1.251319			
4340316353	-0.015153	7	0.989552	1.251313			
4339848001	-0.014997	7	0.989658	1.251299			
4339666817	-0.014937	7	0.989700	1.251294			
4339540097	-0.014895	7	0.989729	1.251291			
4339287937	-0.014811	7	0.989786	1.251283			
4338271681	-0.014473	7	0.990018	1.251254			
1441211777	1.575365	6	2.980108	1.251249			
4338000577	-0.014383	7	0.990080	1.251246			
4337934977	-0.014361	7	0.990095	1.251244			
4337869057	-0.014339	7	0.990110	1.251242			
4337383937	-0.014178	7	0.990221	1.251228			
4335807617	-0.013654	7	0.990581	1.251183			
4335280577	-0.013478	7	0.990701	1.251168			
4333924481	-0.013027	7	0.991011	1.251129			
4333209473	-0.012789	7	0.991175	1.251108			
4333067777	-0.012742	7	0.991207	1.251104			
4332740801	-0.012633	7	0.991282	1.251095			
4332644609	-0.012601	7	0.991304	1.251092			
4332643457	-0.012600	7	0.991304	1.251092			
4332073217	-0.012410	7	0.991435	1.251075			
4331566849	-0.012242	7	0.991551	1.251061			
4331056577	-0.012072	7	0.991667	1.251046			
4330980161	-0.012046	7	0.991685	1.251044			
4330493441	-0.011884	7	0.991796	1.251030			
4330214401	-0.011791	7	0.991860	1.251022			
4329370369	-0.011510	7	0.992054	1.250997			
4328477057	-0.011212	7	0.992258	1.250971			
4328430017	-0.011197	7	0.992269	1.250970			
4327861697	-0.011007	7	0.992399	1.250954			
4327660417	-0.010940	7	0.992446	1.250948			
4326978113	-0.010713	7	0.992602	1.250928			
4326034241	-0.010398	7	0.992819	1.250901			
1438474753	1.578107	6	2.985779	1.250892			
4325626177	-0.010262	7	0.992912	1.250889			
4325583937	-0.010248	7	0.992922	1.250888			
4324482881	-0.009880	7	0.993175	1.250856			
4324430273	-0.009863	7	0.993187	1.250855			
4324037633	-0.009732	7	0.993277	1.250843			
1438000001	1.578583	6	2.986764	1.250830			
4323248641	-0.009469	7	0.993458	1.250820			
4323192193	-0.009450	7	0.993471	1.250819			
4322557697	-0.009238	7	0.993617	1.250800			
4322524289	-0.009227	7	0.993625	1.250799			
4321874561	-0.009010	7	0.993774	1.250781			
4320741121	-0.008632	7	0.994035	1.250748			
4320603841	-0.008586	7	0.994066	1.250744			
4318481281	-0.007877	7	0.994555	1.250682			
4318279873	-0.007810	7	0.994601	1.250677			
4317851201	-0.007666	7	0.994700	1.250664			
4317828161	-0.007659	7	0.994705	1.250664			
4317790721	-0.007646	7	0.994714	1.250662			
4317309889	-0.007486	7	0.994825	1.250649			
4316700481	-0.007282	7	0.994965	1.250631			
4315639681	-0.006927	7	0.995210	1.250600			
4315434113	-0.006859	7	0.995257	1.250594			
4315237057	-0.006793	7	0.995303	1.250589			
4314429569	-0.006523	7	0.995489	1.250565			
1435965569	1.580626	6	2.990996	1.250564			
1435940609	1.580651	6	2.991048	1.250561			
4314157121	-0.006432	7	0.995552	1.250557			
4313804993	-0.006314	7	0.995633	1.250547			
4312360769	-0.005831	7	0.995967	1.250505			
1435455937	1.581138	6	2.992058	1.250497			
4311560257	-0.005563	7	0.996152	1.250482			
1435262401	1.581333	6	2.992461	1.250472			
4310510273	-0.005212	7	0.996394	1.250452			
1435072321	1.581524	6	2.992858	1.250447			
1434978497	1.581618	7	2.993053	1.250435			
4309894657	-0.005005	7	0.996536	1.250434			
4309674881	-0.004932	7	0.996587	1.250427			
4309056769	-0.004725	7	0.996730	1.250409			
4308563393	-0.004560	7	0.996844	1.250395			
4308037441	-0.004384	7	0.996966	1.250380			
4308000577	-0.004371	7	0.996975	1.250379			
4307974849	-0.004363	7	0.996981	1.250378			
1434265153	1.582335	6	2.994542	1.250342			
4306195393	-0.003767	7	0.997393	1.250326			
1433999233	1.582603	6	2.995097	1.250307			
4305146753	-0.003415	7	0.997636	1.250296			
4305129281	-0.003409	7	0.997640	1.250295			
4304986817	-0.003362	7	0.997673	1.250291			
4304587393	-0.003228	7	0.997765	1.250280			
4304105089	-0.003066	7	0.997877	1.250266			
4303503937	-0.002865	7	0.998016	1.250248			
4303273217	-0.002787	7	0.998070	1.250242			
4303056257	-0.002715	7	0.998120	1.250235			
4302994753	-0.002694	7	0.998134	1.250233			
4302537793	-0.002541	7	0.998240	1.250220			
4301668673	-0.002249	7	0.998442	1.250195			
4301273153	-0.002117	7	0.998534	1.250183			
4300896961	-0.001990	7	0.998621	1.250172			
4300356289	-0.001809	7	0.998747	1.250157			
4299829441	-0.001632	7	0.998869	1.250141			
4299445057	-0.001503	7	0.998959	1.250130			
4299368897	-0.001478	7	0.998976	1.250128			
4298271233	-0.001109	7	0.999231	1.250096			
4298269697	-0.001109	7	0.999232	1.250096			
4298058433	-0.001038	7	0.999281	1.250090			
4297863553	-0.000973	7	0.999326	1.250084			
4297483457	-0.000845	7	0.999415	1.250073			
4296719809	-0.000589	7	0.999592	1.250051			
4295914177	-0.000318	7	0.999780	1.250028			
4295856641	-0.000299	7	0.999793	1.250026			
4295475713	-0.000171	7	0.999882	1.250015			
4295094977	-0.000043	7	0.999970	1.250004			
1431633473	1.584985	6	3.000047	1.249997			
4294537217	0.000144	7	1.000100	1.249987			
4293996929	0.000326	7	1.000226	1.249972			
4293762113	0.000405	7	1.000281	1.249965			
4292853569	0.000710	7	1.000492	1.249938			
4292597761	0.000796	7	1.000552	1.249931			
1431023809	1.585599	6	3.001325	1.249917			
1430960257	1.585664	6	3.001458	1.249909			
4291323457	0.001224	7	1.000849	1.249894			
4290723457	0.001426	7	1.000989	1.249876			
4290668353	0.001445	7	1.001002	1.249875			
4290147649	0.001620	7	1.001123	1.249860			
4290000833	0.001669	7	1.001158	1.249855			
4289695489	0.001772	7	1.001229	1.249846			
4289687489	0.001775	7	1.001231	1.249846			
4288928129	0.002030	7	1.001408	1.249824			
4288498241	0.002175	7	1.001508	1.249812			
4288259329	0.002255	7	1.001564	1.249805			
4288031809	0.002332	7	1.001617	1.249798			
4287497281	0.002511	7	1.001742	1.249782			
4286915393	0.002707	7	1.001878	1.249765			
4285987841	0.003019	7	1.002095	1.249738			
4285678913	0.003123	7	1.002167	1.249729			
4285543553	0.003169	7	1.002199	1.249725			
4284728897	0.003443	7	1.002390	1.249702			
4283858561	0.003736	7	1.002593	1.249676			
4282738177	0.004114	7	1.002855	1.249644			
4282687361	0.004131	7	1.002867	1.249642			
4282451969	0.004210	7	1.002922	1.249635			
4281943361	0.004381	7	1.003042	1.249620			
4281783169	0.004435	7	1.003079	1.249616			
4281208961	0.004629	7	1.003214	1.249599			
4280633857	0.004823	7	1.003348	1.249582			
1428270017	1.588378	6	3.007112	1.249556			
4279542401	0.005191	7	1.003604	1.249550			
4279446593	0.005223	7	1.003627	1.249547			
4279320769	0.005265	7	1.003656	1.249544			
4278962497	0.005386	7	1.003740	1.249533			
4278886273	0.005412	7	1.003758	1.249531			
4278618049	0.005502	7	1.003821	1.249523			
4277645441	0.005830	7	1.004049	1.249495			
1427736577	1.588917	6	3.008235	1.249486			
4276297601	0.006285	7	1.004366	1.249455			
4275691457	0.006489	7	1.004508	1.249438			
4275450689	0.006571	7	1.004565	1.249431			
4275224321	0.006647	7	1.004618	1.249424			
1426948673	1.589714	6	3.009896	1.249383			
4273707649	0.007159	7	1.004975	1.249380			
4273049153	0.007381	7	1.005129	1.249360			
4272144001	0.007687	7	1.005342	1.249334			
4271967937	0.007746	7	1.005384	1.249329			
4271119553	0.008033	7	1.005583	1.249304			
4271092481	0.008042	7	1.005590	1.249303			
4270713409	0.008170	7	1.005679	1.249292			
4270608449	0.008206	7	1.005704	1.249289			
1426208321	1.590462	7	3.011459	1.249286			
4270479233	0.008249	7	1.005734	1.249285			
4270206401	0.008341	7	1.005799	1.249277			
4269856961	0.008459	7	1.005881	1.249267			
4269442433	0.008599	7	1.005979	1.249255			
4268966657	0.008760	7	1.006091	1.249241			
4268918593	0.008776	7	1.006102	1.249240			
4268420801	0.008945	7	1.006219	1.249225			
4268122049	0.009046	7	1.006290	1.249216			
4267861313	0.009134	7	1.006351	1.249209			
4267374593	0.009298	7	1.006466	1.249194			
4267026241	0.009416	7	1.006548	1.249184			
4266796993	0.009494	7	1.006602	1.249177			
4266587201	0.009565	7	1.006652	1.249171			
4266517313	0.009588	7	1.006668	1.249169			
4266215873	0.009690	7	1.006739	1.249160			
4265721793	0.009857	7	1.006856	1.249146			
4265304577	0.009998	7	1.006954	1.249134			
1424935873	1.591750	7	3.014148	1.249119			
4263968833	0.010450	7	1.007270	1.249095			
4263368129	0.010654	7	1.007412	1.249077			
4262634241	0.010902	7	1.007585	1.249055			
4262193857	0.011051	7	1.007689	1.249043			
4262055617	0.011098	7	1.007722	1.249038			
4260751553	0.011539	7	1.008030	1.249000			
4260596737	0.011592	7	1.008067	1.248996			
4259707841	0.011893	7	1.008277	1.248970			
4259659969	0.011909	7	1.008289	1.248968			
4259456449	0.011978	7	1.008337	1.248962			
1423726849	1.592975	6	3.016707	1.248960			
4259226817	0.012056	7	1.008391	1.248955			
4257532289	0.012630	7	1.008793	1.248906			
4257334849	0.012697	7	1.008839	1.248900			
4257030913	0.012800	7	1.008911	1.248891			
4256981569	0.012816	7	1.008923	1.248890			
4256932289	0.012833	7	1.008935	1.248888			
4256535169	0.012968	7	1.009029	1.248876			
4255588033	0.013289	7	1.009254	1.248849			
4255530241	0.013308	7	1.009267	1.248847			
4255141249	0.013440	7	1.009360	1.248836			
4255095553	0.013456	7	1.009370	1.248834			
4254561281	0.013637	7	1.009497	1.248818			
4254215681	0.013754	7	1.009579	1.248808			
4253949761	0.013844	7	1.009642	1.248801			
4253120449	0.014125	7	1.009839	1.248776			
4252731649	0.014257	7	1.009931	1.248765			
1422210689	1.594512	6	3.019923	1.248761			
4251948289	0.014523	7	1.010117	1.248742			
4251240641	0.014763	7	1.010286	1.248721			
4249854977	0.015234	7	1.010615	1.248680			
4249473857	0.015363	7	1.010706	1.248669			
4249298561	0.015422	7	1.010747	1.248664			
4249231361	0.015445	7	1.010763	1.248662			
4248888961	0.015562	7	1.010845	1.248652			
4248632513	0.015649	7	1.010906	1.248644			
4248439873	0.015714	7	1.010952	1.248638			
4248264577	0.015774	7	1.010993	1.248633			
4247218753	0.016129	7	1.011242	1.248603			
4246868161	0.016248	7	1.011326	1.248592			
4245536641	0.016700	7	1.011643	1.248553			
4244874433	0.016925	7	1.011801	1.248534			
4244708353	0.016982	7	1.011840	1.248529			
1420192577	1.596561	7	3.024215	1.248496			
4243353281	0.017442	7	1.012163	1.248489			
4243317697	0.017454	7	1.012172	1.248488			
4240825217	0.018302	7	1.012767	1.248414			
4240450561	0.018430	7	1.012856	1.248403			
4240347841	0.018465	7	1.012881	1.248400			
4239846977	0.018635	7	1.013001	1.248385			
1419194177	1.597575	6	3.026342	1.248364			
4239083777	0.018895	7	1.013183	1.248363			
4238662081	0.019038	7	1.013284	1.248350			
4238558081	0.019074	7	1.013309	1.248347			
4238442433	0.019113	7	1.013336	1.248344			
